class,left_elbow_angle,right_elbow_angle,left_back_angle,right_back_angle
good_form,151.08512383364737,170.47188282908007,177.31230569045047,170.13085137705775
good_form,150.7876089410512,166.46000375666517,177.91350789764965,170.10256743042535
good_form,148.79732646685085,164.69880730533302,177.67491160898615,170.05085009826823
good_form,147.8744397370589,163.2534316964269,177.527684402153,170.07932978524556
good_form,148.33120205867706,163.5353557229653,177.22804970494028,170.12851576663914
good_form,147.91590550525493,163.28719116030294,176.91993916034397,170.33099485256906
good_form,148.36107866676582,163.47042100781783,176.29363854288815,170.81667145474086
good_form,147.33133756025097,164.0818018452045,175.62106334126523,171.46889513564105
good_form,148.32372822281533,167.0989046520209,174.0859169440536,173.00214647524186
good_form,149.73738354006898,166.35435851008944,172.90414676795535,173.17332094061385
good_form,151.1380124918123,161.53771931585294,171.91936895786125,172.50659176370175
good_form,153.88851110213344,155.73171053079616,171.24867892895952,172.1241838864384
good_form,153.71811400672001,154.89588680037184,170.64190211487048,172.06361122888177
good_form,150.29535903756047,150.38471946510404,169.6664464753968,172.0592401470882
good_form,152.92254107544198,143.97202956716495,169.38035778739,171.94175403524793
good_form,153.1320951650204,131.44289151089282,168.74976351486242,171.86391435054443
good_form,156.39182567059586,120.55354230558592,168.28812637839027,170.83950180914718
good_form,156.02393945995786,118.03597863309614,168.23497568395308,169.5234340467025
good_form,151.58886254408495,119.85930637194814,168.1494337262901,168.74474913121398
good_form,139.00374979914622,108.71442189728478,168.00481369808017,167.6387782643095
good_form,134.51575698364772,97.65697645206615,168.1075402834245,166.3023497898556
good_form,136.05290920564875,91.45372915059073,168.85773048713102,165.13183482040364
good_form,125.64358684970381,89.02773639795156,169.05963818475553,164.5886473472484
good_form,119.61577162593588,83.51421905451772,169.61929082478895,163.27975086835966
good_form,116.00871583063137,77.4427058625917,169.78563516917606,162.8753589946767
good_form,110.16037223712397,76.79835974578177,169.93623330512182,162.42306530978928
good_form,111.51274228406359,74.2985940162313,169.9104358331233,162.3307974882594
good_form,112.83178426160981,69.89748645907198,169.69337031420542,162.52237430476745
good_form,109.88260319372324,68.75975142754457,169.9125951526816,162.46305837288355
good_form,103.46301865686749,67.56096936245622,169.7952542721116,162.57792168700118
good_form,97.62745694786238,67.27094890289386,169.47426628532259,162.81974879725692
good_form,94.18571846131688,67.3781370352288,169.1066195935873,163.36739164082783
good_form,90.46734306671901,67.93421986081498,168.7659453820034,163.43098152762363
good_form,85.52466269176936,70.1828122139131,168.58646513878045,163.474916339343
good_form,77.90820945868167,72.28552441764018,168.579256549393,163.4963587064832
good_form,72.77743178360132,70.70125461943876,168.76268428675465,163.3958435558235
good_form,71.60747046450503,70.18621634639959,169.00031750271984,163.27559223017147
good_form,67.6617356974642,66.93079300559317,169.05177645170258,163.03976215589228
good_form,59.45898223199552,66.6570717915808,169.29099030306213,162.57005406719279
good_form,52.294207649925774,68.2917649232803,169.9711853432731,162.47687382298352
good_form,52.07234987404672,69.97130657738997,170.14425850104072,162.33544407858867
good_form,49.50889896014383,70.10064947160066,170.35231655206726,162.21608152952655
good_form,48.4042617446397,71.07851269840742,171.04397218325983,161.87631151093402
good_form,46.51519155632963,71.16218180857926,172.04917307698747,161.369570643829
good_form,46.22703596296384,70.41401447804469,172.45665685496397,161.268651689145
good_form,45.72487649124672,69.568763470866,172.85655376669052,161.07371464773755
good_form,45.49458641346381,68.23318288350322,173.3657071249112,160.7277037824212
good_form,45.39608394080092,67.08489141746875,173.76187458607902,160.57133591067245
good_form,46.001298284214,67.59191811294579,174.26294451994133,160.51290922875228
good_form,45.75647587344005,67.47366454418187,174.57327907949377,159.77396737960285
good_form,47.12164243500854,67.23226623671346,175.073252112485,159.45873795143325
good_form,46.81053747360476,66.9970963468677,175.05392886147993,159.44922057389732
good_form,46.51113702781911,67.06934781905126,175.03528725825325,159.40168207009933
good_form,46.884595180777396,68.74732827291206,174.9904333751482,159.29749674667858
good_form,47.16797264200435,69.43305690226049,174.9820515856458,159.25046997771165
good_form,52.013629810108895,70.67724917980843,174.89525880964442,159.40638248439285
good_form,60.06899749437759,69.16811106075949,174.80573723784877,159.46231245087344
good_form,67.2591936789839,70.28377629870293,174.82441978715354,159.3765263130605
good_form,77.22576232709045,72.08469109043311,174.72372883548348,159.42735248498857
good_form,90.46999068779819,72.67257442022543,174.49062380437655,160.00362721455318
good_form,94.41984677614352,72.20925755892385,174.12677996537158,160.26721551012818
good_form,95.85565981195056,71.09733471331947,173.9856554858493,160.11514997371134
good_form,95.90488206310908,68.89499742742409,174.10173252513493,159.68064235332196
good_form,97.928222587489,73.26726138965822,173.95440147850252,159.719133531181
good_form,99.52225835853721,75.53476536365947,173.96250266075162,159.85202496126124
good_form,101.12228973392848,78.17465642208275,174.03489127474225,159.92228640744145
good_form,102.81282686865995,80.58366576917999,173.88827827661493,160.16502944083703
good_form,103.95815810095928,88.66296293188819,174.10144534925695,160.4566564721565
good_form,108.7054473227779,96.82626099908522,174.12404753736504,160.70539968696252
good_form,114.80423958708752,104.81492883867875,174.0202533437207,160.85242339725804
good_form,121.33946928383551,110.57304381915574,174.6960929015707,161.08836343783247
good_form,132.81644354328463,122.55573897102344,174.3914218434671,161.8380212129644
good_form,137.30657972527118,137.5130265404172,173.40796525462832,164.60982603613084
good_form,148.073031207924,148.60440087160882,172.9237071264881,166.04473164350756
good_form,149.46709172871982,152.5762449581194,172.8002937832399,166.99891583179047
good_form,152.2189794525086,149.83012211093194,172.85057339758302,167.66685011045183
good_form,153.3620097280103,147.18402849912437,172.70912866304647,168.7791394453046
good_form,152.327478527668,152.36728747796482,172.78010694175796,169.12029095915258
good_form,151.2858434849191,152.4140107755143,174.54938615209588,168.89051202748567
good_form,152.96587571444525,156.4519500221891,174.6601121112441,168.89029454138065
good_form,149.1408406414593,157.51597628128388,174.1630309052657,168.9489659389498
good_form,149.03406459289852,162.69124672594455,174.6640497535975,168.9602388962986
good_form,146.2418907043085,162.73984455261518,175.86755535062989,168.839183631836
good_form,144.4565711779529,163.16717546031865,175.8538444420364,168.90371434089607
