class,left_elbow_angle,right_elbow_angle,left_hip_angle,right_hip_angle
good_form,144.8002335756746,150.99546794028336,178.0048097629892,175.29418598319796
good_form,146.02915453850486,153.46494432567158,177.26434945776697,175.53009736411636
good_form,147.58519476102347,154.70360235028954,175.73633949929598,175.0648687373327
good_form,149.4496339656653,156.5092501055631,174.71936520761375,174.78022080533592
good_form,151.57723082135178,157.8460443000775,176.02785813500074,175.2746737943333
good_form,152.9167208486202,160.2552238781639,175.18941211111462,174.58829352598383
good_form,153.9684595820197,161.45932814372645,175.09505370049303,174.86345444549494
good_form,154.72461831359044,162.469047089398,174.4283928429196,174.73290976206647
good_form,155.69770412290478,163.69190026832678,174.66741291850775,174.93719330543124
good_form,156.67142200234537,164.07788088075066,174.45337091309,174.3687422009765
good_form,157.24318062474387,164.8431672709598,174.99330136952776,173.90156226776463
good_form,158.20725139201582,166.24701730869992,175.61335873648474,173.4207120310499
good_form,161.09263693069082,168.23865146690827,174.57031794742576,172.55662587531444
good_form,162.08642271912225,169.24810512790037,175.4075227147376,173.0274355592371
good_form,163.45264711309972,170.81837957514335,175.54668962740536,172.62879294470133
good_form,163.8202561598401,171.0202052978256,175.20327050900397,171.3886364061522
good_form,164.89390955168236,171.12803006472697,174.5678230675772,171.78373701311318
good_form,164.97526922271962,171.2793924756831,175.36139931476126,172.0603015090959
good_form,164.72085762152878,171.21365664225232,175.63435533875355,172.33959892497833
good_form,163.72467073606427,171.22232730291557,176.31970048606098,172.71144195017462
good_form,161.75481282649653,171.0634532502262,176.30292000078805,172.9497621506981
good_form,161.41698503274623,170.89259928243095,176.16418743790098,172.73278630890002
good_form,160.87523546800992,169.8730852689045,176.17562519693556,172.5843830485965
good_form,160.23266922503146,168.87516934251724,175.77052181272796,172.46709779061825
good_form,159.16650581277753,168.2670151370734,174.67554889398824,172.44431688269887
good_form,158.2863979922532,167.27517998814625,175.42598977810673,173.5127370025587
good_form,157.2197395329854,166.1490568083665,175.6702773655095,174.67171968062235
good_form,154.73939370662023,165.28961949329366,176.1182510867454,175.90859063807903
good_form,153.14252829873615,163.32617593345145,176.45687430380937,175.37022477457216
good_form,150.62058779733982,161.1058804444925,177.24526282942892,174.28053276875053
good_form,147.49351223686125,158.15624428948456,177.8142820013456,174.8877059625495
good_form,145.00532492095502,154.82385097199176,178.2968134048562,175.12697667633051
good_form,143.76546631053756,153.78370740428923,179.5943254413016,176.15152106696087
good_form,140.65490168329492,151.95059174334574,179.8662435149258,176.2832867171652
good_form,140.2276185296089,150.68522162977465,179.8628180311835,177.14767841460062
good_form,137.4863629752462,148.78159010081978,179.4312527143201,178.01694892191466
good_form,132.7632136222331,142.38376904487225,179.41676994208726,178.77009221210912
good_form,130.68552555038815,139.86244778762267,178.61914942539323,178.76985067924613
good_form,126.90483750644944,136.4304089830238,177.02552332581413,178.098138059255
good_form,124.94556518725595,133.53815492332404,179.33699412862526,179.37857318030692
good_form,121.78648628002898,129.54043894958332,178.94829291363652,179.87268302828176
good_form,118.61546284963448,126.05741964914368,178.89141972717724,179.52211032962603
good_form,117.08709198091432,121.11611614104152,179.88393707317832,179.27026720973785
good_form,114.955999077833,118.8133648686961,178.4792794749168,179.67569009585037
good_form,113.10414024867904,117.16131567929754,179.80361466152493,179.7468773371042
