class,left_elbow_angle,right_elbow_angle,left_shoulder_swing_angle,right_shoulder_swing_angle
good_form,160.37639386670952,153.1004776868453,29.198968478402655,32.59677889561114
good_form,158.74500625710598,149.3482108408049,29.55173980392974,31.458173853030253
good_form,151.41288603317878,146.6885012451856,30.157257445940967,31.74538148664217
good_form,134.50216260271122,142.04428150400295,28.37454804026363,31.620808710806728
good_form,117.04910054792856,139.07992029440922,28.57490617652484,32.90140652124223
good_form,113.50020489199044,127.38428826424106,30.295074070945617,32.92258971016684
good_form,100.28268470545694,117.16890953296186,30.172650060897865,33.204720026528776
good_form,90.87304658783191,111.06470721853756,29.714112586651133,33.33838647096142
good_form,73.7948201132069,107.30003516726144,31.769252438940367,34.785634412887575
good_form,65.6560511842336,97.78113975387853,31.559832890538015,34.300917351477544
good_form,64.00157145164786,88.08532432775944,32.18275878383112,35.10358721413337
good_form,56.15991002939296,75.2269665365282,33.35760926748569,40.7426845693235
good_form,48.941070517067146,72.73287168794599,34.71431225368756,43.85792790363724
good_form,43.79299225438669,74.71372932622513,36.830998638617295,47.49400133183103
good_form,39.61537544066762,73.18338045936538,37.98942586396233,46.554589202353235
good_form,39.46163506849811,70.2930839175971,38.168356197199195,47.48934855287057
good_form,30.088888633481638,70.30809964598322,39.21065680029131,47.79307044981488
good_form,30.54351720965537,77.77245016198606,39.15258813190328,49.16921481332904
good_form,32.79156069273294,75.41949315307849,38.82483049878746,48.52060436026525
good_form,41.4368010442709,77.98699572734893,38.98731854581793,48.418279635582984
good_form,54.56406474642718,79.50743971682488,38.69267358108956,48.4120178175671
good_form,35.35801570980222,77.19310946919414,38.579836234227706,50.578180228007454
good_form,53.63563044048543,96.63694699435253,38.258960816142086,38.72657756300248
good_form,59.71998720586883,110.64498563304446,36.86486936065723,38.412878896089545
good_form,77.63811853911925,121.11347313657609,34.5079768191154,36.49842233686858
good_form,98.13089920678033,127.92767329434102,33.87775625098739,37.917008466784985
good_form,103.65039744562264,125.61550311562317,32.90220666955061,35.64939277513416
good_form,114.96486220398776,140.1858106974292,33.129959488045195,40.18385823977364
good_form,122.34673615660938,149.53918679296356,32.51101621300735,38.11474687798769
good_form,123.97210944929306,154.40126466368358,31.514755612284674,36.18896813226481
good_form,135.86592270053967,157.4164469996818,32.975048119941206,34.906513701323654
good_form,143.34788055799493,161.07047881797882,32.33633091055236,34.70150699682725
good_form,148.30343647329408,163.57271528143036,31.573009850554836,34.88047940203526
good_form,152.3111119076732,167.1651851767963,31.353602149970445,34.36289970036146
good_form,156.19154403382683,168.7806969941099,31.119021362363046,33.384341644332885
good_form,157.93476891389713,167.32121432734058,30.331894431381972,31.701277754199154
good_form,158.87290626238152,165.70134631909403,29.728547165710335,30.921705117052603
good_form,159.72350775299793,164.94951866925987,29.276878299498296,30.61245176229511
good_form,160.95074327428338,164.12147349965053,28.768567020848728,30.315924292689235
good_form,161.6941519769647,163.93853586343482,28.422715870431354,29.945943566262823
good_form,161.88390209938692,164.20892043556037,28.059439773838296,29.624875291643114
good_form,163.43175542964832,164.33204875709282,28.30062300019919,29.611326558673202
good_form,163.67213898457427,164.067982313791,28.136522573643795,29.59811980702537
good_form,164.109279338802,163.5109286769713,27.95489661210379,29.473722228832216
good_form,164.29942194733886,163.6524436438956,27.901306932595126,29.56510002238704
good_form,164.05388609757705,163.21925228919363,27.886279804764087,29.511590119660735
good_form,163.83390522469847,162.14515327913017,27.388856356206798,29.266260970311507
good_form,163.66936839493042,161.45031342711755,27.27033592312574,29.048327536900274
good_form,164.20450486115044,160.89975435922148,27.174242665688666,28.87138132000305
good_form,164.26899061550063,160.81387169248956,27.157479885347833,28.92579938851582
good_form,164.36221340543906,160.37116834972298,27.23866382403951,29.048951800934937
good_form,163.97050675904416,160.20387785738274,27.273545053241286,29.022151404448568
good_form,163.83856355305204,159.90837957100754,27.352025496058285,28.967702018886325
good_form,163.88336442212685,159.11726822775296,27.56235054785358,28.919393654599617
good_form,164.11247013442238,158.7777623893293,27.659506298154486,28.868523621126936
good_form,163.6960499255445,158.60857357285784,27.714682972021144,28.788680573144337
good_form,163.0877065769313,158.699420050417,27.885266366409038,28.887801229972656
good_form,161.69236502787257,159.17702851876737,27.410907584357776,29.729741505741057
good_form,160.2695106534938,158.08017637693644,27.326740140353937,30.47050178819492
good_form,159.40431642817913,158.82201470615078,27.813097023482182,31.723167408987567
good_form,159.16967900365188,157.77435817866723,28.922427224056236,32.68168450160235
good_form,159.21826628087794,156.4711506785323,29.775131871940925,32.991804538398995
good_form,154.15682009042652,155.66608948911616,29.438082193996543,32.689853409943225
good_form,147.4362252568313,154.59679375568618,30.253300881090244,32.40881485933406
good_form,139.74125494708858,154.13876479848545,31.152440981309983,33.641163520074834
good_form,129.65311258539836,158.96437835449584,31.555758914517043,37.49502314368967
good_form,123.66631034205567,148.87036306217897,31.544225150133947,37.9283280883553
good_form,117.19705983646207,118.49116755377892,34.196327301838735,27.669738832053262
good_form,109.8830482659354,115.37756895758133,35.035468055732274,29.16779433683473
good_form,91.38202482534797,115.19747239538682,35.12120370438539,35.52457050842271
good_form,82.98810877848318,114.49371118339096,35.92736245137244,38.52343670257442
good_form,67.08828220671536,105.25650478445365,39.10157644832367,41.631170070802725
